"# 文本key","文本value"
"string","string"
"76cc85e15b636321cfb686b14083d479","Obtained 3,000 coins"
"d292aede6a6768e956558bdebb10506f","{0}{1} noticed my financial struggles, and insisted on giving me the money, even though I tried to decline. It warms my heart."
"c405d2de6d90430486c3db98fa9bf492","Obtained 2,000 coins"
"ad170ccac43397fd5e4a6bee13c4b247","Obtained 1,000 coins"
"ea310a1c8180ae7b85b1c500804c0dc5","Please, it's alright..."
"6cd257d2f6800253317b5fcb124e33a8","Alright then, I'll hold onto it for you. When you need it, just come find me, okay?"
"1a17b6a95468455c7d2fd0c0d0d58d46","I don't need this..."
"b6432bf739e7a5a3c30041032cf85d80","You have great martial arts potential, what with that form and agility. Join my sect. You'll be off to great things."
"8e10b2ced5ad376d11b14ea317570b66","View Sect Info"
"b11a6f4cfbc74ab3e81ad85a52285d78","Got it"
"7ff07470a42e19a90b705126421087b1","Gladly agree!"
"ece732d32bf473e38413cc197b04129a","Joined sect. They show Admire."
"387a6acaa907d40ea56d8ff32a449505","{0}{1} invited me to join their sect. When I agreed, the Master admired me a great deal."
"dd7d812644d4f872a92cbafdc8685127","Understood!"
"da44a544d2d4f1dc3c095c9ff9eaaf1e","Well...to each their own, I guess. You may go."
"e89a231d53f335ba352b59e422c3548f","Humph! Don't say I didn't warn you! You can do as you please."
"b752f7905c1ec37acf1d5e426f05cda8","They developed Dislike"
"71ad015cf5771c764bae84fa16867514","{0}{1} invited me to join their sect. When I declined, they disliked me..."
"e7eb5fb552baae40b41ab27677b79f95","Insolent brat! ! ! You never learn, do you? You keep gambling like this, I'm beating you to a pulp! !"
"6d7b344ad750ef8a16fc971893069fa3","This won't happen again, I promise! !"
"868600a832571ddf4c4372e7e7b3c3bf","Heavens, what have I done to deserve this? You unruly brat! Correcting your ways pains me more than you know! Take this lesson to heart! !"
"469580bfcf1358bdde6d53bc9873b985","My parents were heartbroken because of me. Ailments increased! ! !"
"2d8b6eb6eeea97cdcedc36f6dc2cf250","I'm breaking your legs so you'll take this to heart! !"
"7f68e97e7818856f0302fb1138617d8a","Because I never learned my lesson, {0}{1} was heartbroken. They broke my legs in hopes that I would finally take my lesson to heart."
"eeae6ed91adbc6843fa64b6936591d5f","No...! I won't do that again, I promise!"
"5c5e654ec5a70b4e42ba5a8fa74afa15","My child, have you been gambling? ! ?"
"621ece0bea2810fd8830a51822ccbf95","Admit you played 「Food Chain Duel」"
"1bdfebee28fa5baf1b04a65eed9dc97b","Try to cover it up with a lie"
"9ce352dac62300a12f813a41a43d4f60","Insolent brat! ! ! How dare you deceive me! ! ? You're breaking my heart!"
"3e783662c1d88d47a80f7cade817f334","Lying broke your parents' heart"
"d663034724f42925854a19af15924d0a","My child, you have disappointed me greatly. Don't gamble. Never gamble! Gambling brings only harm and no joy! It ruins families and takes away lives! I don't expect much, only that you may lead a decent, peaceful life."
"d07211c1027ae15221599c3a4168bcd4","Swear to heavens that you won't gamble again"
"0c6afe4423063bd43136ff3bc6449492","Good, good. Nothing better than a prodigal son returning. Go right your ways, but if I find you at it again, I'll make sure to break your legs! !"
"8d75b8705efb9270c9856e6fc4ebd56a","{0}{1} was exasperated that you played 「Food Chain Duel」, and made you promise that you'd steer clear of gambling."
"98b60cd75a3733e74edc82b433c46699","Promise in earnest"
"eaec49ff9a502db13f0f6cb692afa969","Say it's just an innocent game"
"f24728ef32030d842f69ab1bf60f1e1e","Preposterous! So many fools started with innocent games, only to end up in ruin, families torn and loved ones lost! !"
"751e192474fad80aa85862021f8f9515","{0}, I'm going to teach you a Skill. Learn it to defend yourself."
"a09b7bc966f0740abbc492bc0f5def3e","Okay, I'll check if {0} meets the requisites."
"084f3c540ef3ac780e1dda7841b84e7d","{0}{1} planned to teach me a Skill."
"abb2100104e8fe6e8e8b6742b223b14e","Alright, we'll pick it up another day."
"76fffd1498c4a538f3f692c2df13581e","{0}, do you want to learn a Skill? I'll be counting on you soon, {0}. The more the merrier."
"e9e0c45548ab4a51835d9d1e7b5e90dc","{0}, you should learn this Skill. No one can lay a finger on you."
"fd99e9fd13e39138cd5d1cbfb62744ab","My lord {0}, I have a new Skill for you."
"e70eae669d0f83ab7c5c9b793ee22bc5","{0}, let me teach you this Inner Kungfu."
"1cc88b11fcf5b2c7fd82caa8e5ff50ac","{0}{1} wanted to teach me Inner Kungfu."
"ee5ef7d4ecf5b5939200456383fff39e","{0}, you should learn this Inner Kungfu to protect me better."
"c44b5d6589c18a23dd6e8d851755400a","{0}, I'd like to teach you this Inner Kungfu."
"62dc227a0b3253eb729acd263415fde2","My lord {0}, I have a family Inner Kungfu for you."
"3a5e75f17d0933d9f86a64800d1c0b4f","No! Let go of my master! ! !"
"5c006d6105eaa0a8b879485fd38e7fbf","In a critical moment, my retainer intervened to rescue me."
"27d07adc937d018877a73eb386c07969","Chatter! Chatter! Chatter! ! !"
"5cb650d5a5fc39a061fcc4dac3f46759","Stop yapping, beast! I'm gonna kill you! !"
"4a8719c6f5510cecbab25e146b927cbd","Why are you so disheveled? Didn't I give you clothes before? Why don't you put them on?"
"e8a709244dfa9fdf9084f0e47bc16e3f","Long story. . ."
"8ba6f1724c493154eea27a38caceb665","Yeah, just put them on, or you'll catch a cold. Care to join me for a drink, to kill some time?"
"b2bdd6561bee7b241572ae90684ad531","Exactly what I have in mind."
"c109fc2f1dab61730468a275b2dd1d82","That's the stuff!"
"2b9e700cc36534e720c06d607cf4ef3d","They Admire you"
"75fc32ea83c34a5a665c3efe9a358394","When {0}{1} and I met again, we shared a drink to our hearts' content."
"92ee73ef5a193fe7d3aee9eca129572a","Let's drink and make merry. Tomorrow's worries can wait. Haha!"
"bc630bc05fc7afd8ae42186ac87886ea","Cheers!"
"ec4f391c875f3162bb145010b974496c","See you on the flip side."
"88caf04606a6d7923c0f25b90dc7c846","Till next time."
"193c345ade6c20109d8099095babbc46","I gave it to someone in need."
"45f5c8872a680209a4f108fd1e2a8827","What a remarkable act of kindness. There would be far less strife if everyone were as decent as you are. . ."
"e8756dd3b6e5428f97c125e1343df2ab","They mused, and forced another garment into your arms."
"6c46b45699230098a975165013b9d6f1","I met {0}{1} again. After hearing my story, {0}{1} pondered and insisted on giving me another garment."
"ff732fc2fdac32fe28ece93d183f1ad5","Let go of my Master! !"
"44607b965b0d5cb51d67a6028da666c3","I was imprisoned, and my retainer came to rescue me."
"2c30e4c621ca3dd5b97e50e1466b3728","Chatter! Chatter! !"
"2cd05755c2704db931df4924e202810a","Where did the beast come from? Die!"
"3a431e519584838aa885822eae441f14","You're awake, child. You gave me quite a fright. You suddenly passed out on the ground. I gave you some water, and you woke up."
"f91c8def4d6e7b8e5b98751dcaf72182","Good to see you're fine. The Clinic Manager said they've found out something about memory loss. He wants to see you in the village."
"d2e73eac7d6889cb29dffeacfd322be4","Sounds good."
"3e4c055de008e076fe1075fc451237f5","You're quite lucky to have survived that. I'm in a good mood, so I won't bother with you. The Clinic Manager of the village wants to see you. You can go find him now."
"4b661bc3e12646d587c30105f2ad3b88","You're finally awake. I just saw you collapsed on this ship, pale as a sheet. I feared you wouldn't make it."
"2dce2dba506d4d56fc4c7fbf8e42a143","Oh, I'm a farmer from a nearby village. I came here to gather some herbs, and I saw you collapsed on the ship. I gave you some water, and you woke up."
"4cd43b154e3f6b31eebad5c52164139c","Who are you?"
"c4acb4e1c5cfa5fd20109dc52e38bbd2","Where am I?"
"f9b80ea36c005d74d67a3867235d1226","This is Six-Mile Longting. Skyland Village is not far ahead."
"93c388d20cdaf52b8439c7d9a1e47acf","As you utter “where am I”, you sense a flicker of fear on the farmer's face, as if this scene has played out before, many, many times..."
"08dd496dc7dd14a9e5a1e9e41f6af93e","...Have we met before..."
"f11d16b991ad39144070050130ba0f74","I don't think so."
"973e2822ef9ea69ef6bd3ce1231551c6","It's as if I'm stuck in a never-ending dream. Every day, I wake up to familiar faces, familiar lines...Where am I? ...Where am I..."
"04162d8d8265015a41b8390fee52e049","A chilling truth strikes you both. Yet it flickers for the briefest of moments. Then it is gone."
"c77f7ddfece1203d05059f387f96ce81","You watch as the farmer before you take on a vacant stare. Eventually, he addresses you, in a voice that can only be described as robotic."
"55bd0637c9b69fff69fad33dd13f4204","Uncanny. Exaggeratedly, disconcertingly so. Suddenly, realization dawns on you."
"580f4d2cc80a27abe0f5d558557fbc7b","(Bows) Thank you!"
"4fb36d7fde86ac385bcc2a448bcb8e1e","What about the ship?"
"361c6d49fd22da68ffdcb908de7403fc","The ship came from across the sea. We do trade now and then, just not sure how far off they sailed."
"4d7bb9dd6586d51e60135e804cdde45b","Thank you."
"441a2cced663fa7dfff4a65e7f0c2fe6","Don't sweat it. I just gave you some water and you woke up."
"281e95eddfa357d2d870f4931d107988","I feel much better"
"479105c10de272498e6708d7ae956e34","This book was next to you when you were out. I can't read the script, but it's probably something important to you. You hold onto it."
"282721e0cd2f9e89289227f017b7d3c2","I know the script. It's the Heavenly Scrolls."
"9275def4a5a8444ec058ecec61039ff0","I'm glad you're alright. You look unfamiliar, so I reckon you're not from around here. I wonder what brought you to this spot. How come you were passed out here?"
"9ededd5b6c0c31ce2c978cb0de328088","Honestly, I have no clue either."
"18188fec50b5251ec1824ed589f02265","I heard from the village Clinic Manager that some people lose memories after a disaster. Maybe that's what happened to you? Anyway, since you're alright, guess I'd get going."
"b7f548c90823420ccac1b03ccc519c59","I'm in your debt. Is there anything I can do for you?"
"497ede84ddded820788d1ca557e76553","Alright, you can go chop some trees or dig some mines. Or you can practice Qinggong and climb to the mountain peak. Many herbs grow up there. I'd appreciate it if you could bring me 10 Licorice."
"581f1f9538bc134f69de0306957bf186","Obtained Quest: Gather Licorice"
"e91ddc39d0108ecdd218b4314ad65147","I wake up from a daze. Seems like my memories are gone. {0}{1} gave me some water, helped me regain consciousness, and told me many things. To repay his kindness in these Great Wilds, I decided I'd lend him a hand."
"28f934c5b5a4dd306e6181824faedf0a","Leave it to me"
"26ffcfed2a453571f75f9fa5d18e51e1","I'm in your debt. I promise I'll find a way to repay you."
"c68507d78eb08404a1d91539c512be5b","Then I'd be on my way to gather herbs. If you want to ask about your memory loss, it might be helpful to speak to the Clinic Manager at the village Clinic."
"b95eac185d4488a51badf5cf2c75ef71","I wake up from a daze. Seems like my memories are gone. {0}{1} gave me some water, helped me regain consciousness, and told me many things. I decided to repay {0}{1}'s kindness later. It's more important to figure out why I lost my memories."
"647e02f9eef2c2a00ebb71732118a21c","Thank you"
"09b1cdbdf3f73ae5dc8c5831f5943f31","C'mon, you gotta tell me where the village is before you fly off."
"dbb445f978482eaade857a73055e2273","So rude. Ah, fine. That's how kungfu folks are these days, no manners at all."
"61b01fcab69a7799127dc7ad4020f872","They show Dislike"
"ef05005f72739c15db72eaece532aa10","I wake up from a daze. Seems like my memories are gone. {0}{1} gave me some water, helped me regain consciousness, and told me many things. I felt anxious and found it hard to talk to {0}{1} calmly. After asking about the village's location, I quickly departed."
"5de63ba05f71d0d315aa8b019434c6a7","I'm the master of this mountain! Hand over your money! Gotta use it for my trip!"
"4a45648de5738cfe17842b904fa8a974","I've been gathering herbs here for a decade, never knew a mob boss like you here. I thought I was doing good, but alas, I ended up saving a villain!"
"3de78178fed8aa6f27ae243a6f5859c4","I wake up from a daze. Seems like my memories are gone. {0}{1} gave me some water, helped me regain consciousness, and told me many things. Despite my best self-restraint, I couldn't resist the strange tingle under my skin. I stared at {0}{1}, and an evil idea reared its head."
"74531934f8a1876d05fe72e696cae97c","What's it got to do with you?"
"220da1e1e4282af3f984a0a9dc2391d5","I'm just curious. There are only ores and herbs here, not many folks come by. Finding you passed out here and all, that got me curious. Anyway, since you're alright, guess I'd get going."
"af94c838a28057f83dd6a681728a4570","I'm afraid I can't tell you anything, seeing it's my private affairs."
"c78d919eaf8f8a117ce78ef969791b04","Oh, some sort of vendetta? Well, seems like there'll be a storm brewing. Anyway, since you're alright, guess I'd get going."
"34bfd6b64c858279c6a1e2883272850b","It's none of your business."
"438c068a73a2adebb6aad18d232f139c","Heh, you don't talk nice, do you? Ah well, my bad for prying. Skyland Village is not far ahead. Many beasts roam these wild lands. Don't be reckless, or you might risk your life."
"b34957b41e1ba6edbf670bb0460a6d95","I'm in your debt. I have matters to attend to."
"9f368f84613b3dc60f3726d72771f28b","Glad you're alright. Skyland Village is not far ahead. Many beasts roam these wild lands. If anything comes up, you can seek me out in the village."
"3612a999476b732622350b8feb595f85","I'm fine, don't worry about me. (Skip the novice guide)"
"0a3633956256e475bb3615306dd0b63e","In that case, I will go about my own business."
"22840e0929e6d2f4043dd93d801a6663","That's what I need. Thank you."
"c0a5a0ffce9fba6ed51e2e6b0d4e46fa","My pleasure."
"831c7b207b5309565daf9020755ecbe6","Grateful +30"
"3b5734cac535ed9be982e4669ffd43c3","Swift moves. You were wobbling on your feet just a while ago, and now you can leap in the air. You must be Veteran in your Technique, with enough to go upon."
"474c512cba3904f33973e437d917ab0b","You're Veteran"
"ffbde1e6c5216b4151764533d3b8d105","A peculiar Roamer arrived in our village a while ago. He's acting weird, but you can tell he used to be a hero. Perhaps he might know something about you."
"cf384800620b4737849d0b61e685a5e0","Perhaps you could introduce me to him?"
"641d77ecae7fcc3a4f2640d6255a2c6e","Alright, I'll show you the village. You can ask around there."
"1095ca1ff3c5981b91b0f818a5824b60","I helped {0}{1} gather some herbs. My abilities improved in the process. He told me the location of a village. Perhaps I can find some clues to my memory loss there."
"d0758bb619342b95fbfd052e539b4d4f","You can ask around the village."
"86bf7bba4cda9ab457908a275f577ad0","I helped {0}{1} gather some herbs. My abilities improved in the process. He said someone in the village might have clues to my memory loss. I decided to pay the village a visit."
"a716aa2fc0f6e19b659572ce9835e293","It's a treacherous world. You need a strong physique to walk this realm. You're unsteady on your feet, maybe because you just woke up? Perhaps you could go chop some wood or gather some herbs to get your bearings and level up your Technique, get yourself ready for the kungfu world."
"0cc0da9afeabeaa1b2e5d96d322b38b4","Level up Technique by chopping wood, mining, and gathering. Press R to view Abilities"
"a036ceb45bace6a08ba9d7c8a4436519","Got it."
"1908065da5beaf13eea1896ae30bc2d5","What about the pay?"
"51dcd493bf083850a814491cc1c71417","Right, right, almost forgot. I wouldn't take your trouble for granted. Here you are. Thank you for helping me with the herbs."
"666d548edc049d29257622c01ff55cd5","Obtained 100 coins"
"8fb4ed654c8d8acd1b41dcc02a990d0c","The farmer said you were looking for me."
"b572c4d7f70d10830067e7bc8398302a","Do you know of memory loss?"
"1b897788218d0286ec2ab885896e653e","Some people lose memories after suffering a great hardship. They're distressed and forget many things. What of it? You know someone with the condition?"
"06a1d0faaead36bed5db56b92699fcf2","Well, in fact, that would be me."
"8e3a039fa04f613fa81c1d69eed192d5","My medical skills are limited. I can't find any problems with you. I'm afraid I can't be of much help. Don't lose heart though. It's a big world. I'm sure you'll run into remarkable people who can help you sort this out."
"103b6995cfb11e0e712e444b7e89eaf4","Guess that's all for now"
"a2a1070d24647bf17c3ac41f78a955cf","Sorry I couldn't be of more help. Here, take these two garments."
"e7b2f894f0ee730956e1b4bd02a3932f","{0}{1}, the Clinic Manager of the village, knew very little about my memory loss. Before my departure, {0}{1} gave me a piece of clothing. As I walked the road, draped in this single garment, I couldn't help feeling lost. Who am I?"
"ea8797598fb622840ce01642cbae347f","To tell the truth, I have a buddy..."
"b133740bca22c55232359689f80dd0fb","You don't have a house of your own. If you deplete your Vigor, any further damage would lead to Inner Injuries in your Meridians..."
"3dba9c7be52ece5181581ea1db7c130a","What should I do then?"
"db5a3407dd61bca1329fb0a52f663afa","You can restore Vigor by sleeping. Here, take these wild grass. Make do with a grass mat for now. Later you can build your own house."
"2c990856897c1ab6ef75035c049de5b9","Obtained materials. You can click Craft Item in Backpack, and select Grass Mat for crafting."
"c528b85fc0c209ad41df444ba14f1889","Hey! Damned monkeys! Messing up my place every day!"
"b0d3b92f6243065dd6cb3c072724268d","What's up, buddy?"
"61979c25ebba9941c50667eea4f5254e","Alas, there's a great mountain surrounding this village. I hunt the birds and animals there for a living. But lately, a bunch of monkeys settled in the mountains. They're so ridiculously nimble, they put tigers to shame. These monkeys have taken over the entire mountain. They scare off all my game, and sneak into my house to steal my brew."
"96c74a892d43f27607236c794366352b","Look, they just paid me another visit, turned everything upside down."
"fa8ae16ac7c825a7e961c45d17649905","Such mischief shouldn't go unpunished."
"3c12060b29d268099515bd2bc928c89d","I feel the same way. Problem is, these monkeys seem to have picked up some kungfu. I'm no match for them. They wreck my home, and all I can do is watch."
"eda4f4538d55b0cf70a61b2627fd9227","Leave it to me."
"ac625806bbdd4398a95cf789fb0caa21","If you could teach them a lesson, grab two jars of Monkey's Wine, I promise to repay you handsomely."
"cd3970db128f7df5d3a853a37e405be3","{0}{1} from Skyland Village had been harassed by monkeys lately. They stole his wine every day, and turned his place upside down. I decided to help him deal with the problem."
"430263d24c6dfae9d2614155674d6280","If nothing else works, you can just move out."
"e631acc207c4c3b8db9802bd06d66118","Well, I guess you have a point. I have no idea what I did to offend those monkeys. Very well, I'll just pack up and move out of here."
"d534c7f91072371d085ddaff73e26e34","{0}{1} from Skyland Village had been harassed by monkeys lately. They stole his wine every day, and turned his place upside down. For a big guy to be bullied by monkeys...what a loser. Best he moves away."
"77eedcfa63ec7aceb0d4cf73d7a4a393","You're on your own"
"7c451881895a21b817225e20feec6d86","Bullied by monkeys? What a loser."
"2a546e9477f0a8a6487edba9ce3d8c66","Dislike +5"
"c939b1679bbe5b341db536e8d0144eb4","Please, have mercy! I had no idea it's your land. Please, spare me."
"4f025f95e25d7aac2a08273a7983a10d","Demand money, spare his life."
"c6d64bc6a256a9b86dd9bd005ea4b00e","Thank you, thank you sir! This is everything I have. It's all yours to take."
"393461ff7ef852d3c33d7226f4087d4c","And your house?"
"9fcc71fff45b65f887ed5ca4bf44f37e","Yes, yes, I have a hut. Please, do take it if it suits your fancy."
"1d076bb1947b93d572de3a1cef9ca941","And your daughter?"
"765aefb3379e29ee49f52a68703dd2ce","A chill runs down his spine. The farmer shudders."
"bdd0588700667fdfe7e1eb1128dcfcb9","Please, sir. She is dearest to me. I beg of you, please, have mercy."
"6ee45bb93ab563ea627e92c086920f49","Heeheehee"
"6bbbff6d17e570958011922763125723","Cut the crap. Your life? Or your dearest?"
"1eadf726c5aac27352f6a7bfa4b90c56","Kill me. Kill me! I can't let you take her, you thug!"
"8ae0723720e4c93cbe67a0c405e6086e","Take his head."
"7bb2a33cc1063d67efeca541aa6a1fe8","You fiend! ! ! Divine punishment awaits! !"
"14fff0f9920a723d53774be59dffed7a","I took away everything {0}{1} has. Ah, the ecstasy! Perhaps I don't need a past after all. It's best to live in the present!"
"863ccd76c33d9d8c0c82afea355b69b7","Break his limbs."
"ca7d16201d723a8c3fe9dac76b44c0bd","You bastard! I will be avenged! !"
"bc26895109accf95445119929d8aa662","I'm not a devil after all."
"77e2b9973c6aa8ced8bed4b07918f21d","Seized a property"
"c64aa74e3ec8d7281e38a466ea3bacab","Consider yourself lucky!"
"df760e308c68eec0230ad51499fb09df","Thank you, sir, thank you. This way to the village."
"70191d5be4af2f0983b9466c60ea4c6d","Let him go"
"d48ab762d7707dfb3f0b4be2f7816a8a","Spare him this once. There's no next time."
"7192b7849beb33fef42ac025e9939e30","I was just messing with you."
"abf858fe70ad4ab3bd919782c4ec392d","The farmer feels a chill down his spine as he observes your unpredictable mood."
"5dc1c715c005bbf27a70cf78fde8b7f2","Where's this village you were talking about?"
"32e60646621173e3b728a839548bed0b","That way"
"5fc88feded009b27335143ae8790c4d1","Hey, isn't it a monkey from the mountains? You managed to tame it!"
"1585e93101e915f6e90da75824530042","Piece of cake."
"25cab3a4cd15a3abd92b1f270e0729ea","To have subdued those troublemakers. Impressive. Here, take these heirlooms. They'll go to waste in my possession anyway. But in your hands, they serve a better purpose."
"3a585beeb70af42e4ac22976975c302e","In that case, I'll accept them with gratitude."
"3767f05d8ddb4063fa89c1f6dfd5b3fc","Obtained Skill Manual"
"560bde82b7dfd23017552e03984ba14a","I'm doing so to help you, not for riches."
"45549ab3dc305b5b90c2f4d8b767e4f2","A truly honorable hero. If you ever need help, don't hesitate to ask me."
"7b7303869ccd39e9ba1b388f051bf137","I heard there's a sect that fights alongside animals. Perhaps you'd be interested."
"7766db70b1024bafa3112f9c464c70f5","Worship Increased"
"02276d553710dfc38bfd153f51bfcfbc","I helped {0}{1} deal with their monkey problem, and tamed a little monkey to boot. When I declined payment, they held me in great admiration. {0}{1} saw the little monkey by my side, and told me the location of a sect."
"e9c15d1f0db768b0b3cc6ee68bc6ec43","What about my pay?"
"cc535d4ae775534b41aa47134a815db6","Do take this money as a token of my gratitude. If it weren't for you, I'd still be suffering from my monkey crisis."
"28f1179439790e87adc952a49f0e88ce","Gratitude Increased"
"e1a92ac19dc0683391f52d2fa45e32f2","I helped {0}{1} deal with their monkey problem, and tamed a little monkey to boot. {0}{1} saw the little monkey by my side, and told me the location of a sect."
"c6f7f07f3123b8fc2f3dbade96260f49","I helped {0}{1} deal with their monkey problem, and tamed a little monkey to boot."
"d719823ff7fb192632a8ecc88fa2c03a","To have learned such remarkable skills from those monkeys in no time. What incredible talent."
"0c5b7bfa09108e8b4ae8dbaed43a65da","Hmm, what's this refreshing aroma? Would that be Monkey's Wine?"
"5274c1139594cda715ed86fc00d2f9ab","It's Monkey's Wine."
"8e0439b9f891816da42596bd53fa0374","Hmm, strong booze mellowed with rich fruit. Robust, with a hint of sweetness. A true delicacy. So they were stealing from me to brew their own Monkey's Wine. It all makes sense now."
"951387e02efd1db8aa3344626659eb6f","Perhaps you could give them some wine once in a while?"
"9613f545896945e4b1b9e2e7710b182e","You have a point. Had I known what they were up to, I would have put some liquor in the backyard for them to take. Here, take this money. Thank you for figuring it out. I would have still been in the dark otherwise."
"2ff1bffc1876732f61a7b6d54f7ccf8c","I helped {0}{1} resolve their monkey problem and figure out why monkeys kept harassing {0}{1}. {0}{1} gave me some money as a token of gratitude, and I gladly accepted."
"ffcc845e99bb7e0c0d77512e8e9bdf92","I helped {0}{1} resolve their monkey problem and figure out why monkeys kept harassing {0}{1}. {0}{1} gave me some money as a token of gratitude, but I declined. {0}{1} was impressed by my chivalry and admired me much."
"c5d5562d641c6acf58be47c553978fff","In any case, the monkeys still made a lot of mischief."
"64c41147555c3e22f5ce0d904ea97f65","You have a point. Now that they've been disciplined, they ought to cause less trouble. Do take this money as a token of my gratitude. If it weren't for you, I'd still be suffering from my monkey crisis."
"5dd9d5e8fffa366bb359068c69b34898","You want it? Name a price."
"37abcc50ed36f8205da16177371a5c96","This Monkey's Wine is a true delicacy. Unfortunately, I'm short on cash. Perhaps you'd settle for a Concealed Weapon?"
"c296452213bed93815aa88e82c9bc90a","I'd still prefer cash."
"247842da69760ce7d00209edd5a17977","Sounds good."
"2811c8204a462ae42b9c8ffba44e0b74","Obtained Crude Concealed Weapon"
"1c95403de8f5fe2ebfb35d0530204b96","You must be the hero the hunter spoke of. Alas, misfortune befell him after you left. He asked me to give you these items if you were ever to return, so that you didn't help him deal with those monkeys for nothing."
"d8b8113412ef4684b1a29bc34cab6845","Accept"
"93045fbe58a987b0e61ae80d7747cb7b","Since he has passed on, it's best that his belongings go with him."
"ac2ad5905f421e1a779d72d8025ec6ef","The hunter was lucky to have a loyal friend like you. May he rest in peace."
"ed404c9640d51145490d3cd6744bbaf3","They Salute me. I gained a Loyal Reputation."
"51b4d0ea4b9f4ad62b243703dfb7ebd7","You should watch your words and actions, young one. It's best to treat others with kindness, or you won't know when you might make enemies."
"7e836520701951fe62b311ed45e0476a","Apologize"
"30f5820ceb7e1a6defb251604e7c8d4d","I'll let it slide. Here's the village. Go find the Clinic and treat your wounds."
"691e8b0a2023cfd6b28912d571c88b44","That's the way I am! !"
"a756d3659afa66bebf18758ede3da59c","Well, suit yourself."
"b8940c8ba5f258d5c65184f4b897c003","It won't serve you well to make needless enemies. Even my patience has its limits. Go treat your wounds at the Clinic. Don't be so reckless in the future!"
"9a3aa60039f359d804e9936a6fc9e01b","Thank goodness I was nearby to save you in time."
"5ac3370172c3fe1ec0f5482ef8ea12f6","I was attacked by bandits when I journeyed through the wilds. Fortunately, a master named {0}{1} intervened and saved me from harm. After talking to him, I learned that the former Champion had also suffered from memory loss. Perhaps I could uncover the truth about my origins if I became the Champion? I should ask {0}{1} about sects when I have time."
"d48adcb46e1336fed8c6b347f48469b8","Are you alright?"
"124c92147cf9b4afb05714fd24e296fa","Thank you, good master. Allow me to repay this debt in the future. May I know who I am indebted to?"
"bd8da8bb04cce55fdf6541587220cc37","Ah, I am just an insignificant nobody. By a stroke of fate our paths crossed, so to your aid I came. Sit down, let me treat your wounds first."
"b8c17d0ea4192af8f952b652908d86a7","I feel much better."
"63a39f173759005e08db62c9396a0d90","I sense profound Inner Kungfu. You must be one of great renown."
"eaa4e6da467014fe12052541d2661593","I'm curious why you'd attach importance to me."
"d397e0e3689df754a18f06bf0550d473","Ah, it appears you're unaware of your natural kungfu talent. A one in a million prodigy. I couldn't resist being drawn to your potential. That's why I came to save you. That begins the bond between us."
"93c8d0121f9bb99f66e28ff12f255f02","I wonder if you've heard of memory loss."
"89432e14b3b18a93aa98b1245a27ae77","Indeed I've heard a thing or two about this curious condition in my travels. It's rumored that the former Champion had also been afflicted, but no one knows how they were cured."
"da4b85743e76d677a9d73f3145c93405","Do you know anything about the Cargo Ship that bore me here?"
"cccc16a24ce75385e9a0c2b1a5c9fece","The mysterious Cargo Ship is connected to a secretive force in the kungfu world. It has far-reaching implications that even Champions would hesitate to speak of. Champions are also related to your memory loss. It seems that you have no other choice but to become the Champion, should you wish to know more."
"1ac90d2d1823e68df5ff6f5ccbf446f0","Guess I have to let it drop, for now."
"258e9dc0192854e3f1418ba9a922eb9b","Your Kungfu is impressive. I wonder where you hail from."
"3fa155082672633613255fb5aa903d97","Hahaha, I'm but a lone traveler in this world. There's nothing impressive about me."
"504d28ae4e364f149155a08143ac37ff","Thank you for helping me out. I wonder if you could teach me a few moves."
"2ea3b742695701f7db50b0b204596697","Hahaha, I'm used to a laid-back life. Teaching is not a thing for me. Very likely I'll point you in the wrong path."
"ce4f62c041a9370985403ee65eecc416","I really mean it. Please, could you honor my request?"
"d531c57f9f5c565c84b0d1c172802dbb","Hahaha, alright, alright. I was indeed intrigued by your natural talent. It would be insincere of me to pretend otherwise. I may be able to teach you a few moves, but my learning may not be suitable for you. I do not wish to distort such a fine gem as you. There are many prestigious sects in this world, each with its own profound arts. My knowledge is limited, but I can give you a simple overview of these sects. Feel free to ask me if you're interested. You can then choose a sect that appeals to you."
"10704081f024262e3ae00b62d10320ff","Thank you, good master."
"07cc740821824a06e01206e8d6b11c10","I was about to step into your battle with the bandits, when you treated me to an impressive showdown. Hahaha."
"fe24b7e81f1c41eb4f91dc20caceb282","I was attacked by bandits when I journeyed through the wilds, but I managed to defeat them. It was not until a master named {0}{1} started clapping that I realized there was someone there. After talking to him, I learned that the former Champion had also suffered from memory loss. Perhaps I could uncover the truth about my origins if I became the Champion? I should ask {0}{1} about sects when I have time."
"678d25c1653c242fc9a1771ea5eef4b1","I appreciate your kindness. May I know your name?"
"91cf150b3f8d7d7345b2884782ace5ac","Ah, I am just an insignificant nobody. I sensed you were in danger and wanted to help out."
"17a9477a5c81431a5f26d58242582c3a","{0}, the gentleman's movement is not handled, today I will argue with you !!"
"1b5c9ff4a9799eb73177b70271b1ed24","Hehe ~~ I want to see what high discussion you have!"
"a9a75271d806f972cdf53fd65205ac62","It's troublesome!! I just want to speak with my fist!"
"7415e3158c6f8a91a67be6158a394ca9","Ignore them"
"9ba27823c8aee32cf9828d8e422d79e3","What? You have nothing to say? I dare not argue with me!"
"12883db1b4bb276fab42756d40a466e2","Haha, it's been a while. You've grown stronger."
"230b29bbc20fd729783006c1393ea52d","I only dabbled in the basics. It's nothing to boast about."
